"reason"	"schemaname"	"tablename"	"indexname"	"index_scan_pct"	"scans_per_write"	"index_size"	"table_size"
"Never Used Indexes"	"public"	"reports_clean_20130429"	"reports_clean_20130429_product_version_id"	0.00	0.00	"74 MB"	"530 MB"
"Never Used Indexes"	"public"	"reports_clean_20111219"	"reports_clean_20111219_signature_id"	0.00	0.00	"74 MB"	"433 MB"
"Never Used Indexes"	"public"	"reports_clean_20130506"	"reports_clean_20130506_address_id"	0.00	0.00	"74 MB"	"517 MB"
"Never Used Indexes"	"public"	"reports_clean_20140310"	"reports_clean_20140310_hang_id"	0.00	0.00	"74 MB"	"519 MB"
"Never Used Indexes"	"public"	"reports_clean_20120521"	"reports_clean_20120521_hang_id"	0.00	0.00	"74 MB"	"402 MB"
"Never Used Indexes"	"public"	"reports_20140602"	"reports_20140602_hangid"	0.00	0.00	"74 MB"	"1935 MB"
"Never Used Indexes"	"public"	"reports_clean_20140303"	"reports_clean_20140303_hang_id"	0.00	0.00	"74 MB"	"518 MB"
"Never Used Indexes"	"public"	"reports_clean_20120528"	"reports_clean_20120528_hang_id"	0.00	0.00	"73 MB"	"393 MB"
"Never Used Indexes"	"public"	"reports_20140519"	"reports_20140519_hangid"	0.00	0.00	"73 MB"	"1896 MB"
"Never Used Indexes"	"public"	"reports_clean_20130429"	"reports_clean_20130429_release_channel"	0.00	0.00	"73 MB"	"530 MB"
"Never Used Indexes"	"public"	"reports_clean_20131104"	"reports_clean_20131104_signature_id"	0.00	0.00	"73 MB"	"508 MB"
"Never Used Indexes"	"public"	"reports_20140728"	"reports_20140728_hangid"	0.00	0.00	"73 MB"	"1936 MB"
"Never Used Indexes"	"public"	"reports_clean_20130429"	"reports_clean_20130429_flash_version_id"	0.00	0.00	"73 MB"	"530 MB"
"Never Used Indexes"	"public"	"reports_clean_20140811"	"reports_clean_20140811_hang_id"	0.00	0.00	"73 MB"	"499 MB"
"Never Used Indexes"	"public"	"reports_clean_20130429"	"reports_clean_20130429_os_name"	0.00	0.00	"73 MB"	"530 MB"
"Never Used Indexes"	"public"	"reports_clean_20130708"	"reports_clean_20130708_address_id"	0.00	0.00	"73 MB"	"531 MB"
"Never Used Indexes"	"public"	"reports_20140407"	"reports_20140407_hangid"	0.00	0.00	"73 MB"	"1893 MB"
"Never Used Indexes"	"public"	"reports_clean_20121224"	"reports_clean_20121224_address_id"	0.00	0.00	"73 MB"	"524 MB"
"Never Used Indexes"	"public"	"reports_clean_20121231"	"reports_clean_20121231_address_id"	0.00	0.00	"73 MB"	"529 MB"
"Never Used Indexes"	"public"	"reports_clean_20111219"	"reports_clean_20111219_domain_id"	0.00	0.00	"73 MB"	"433 MB"
"Never Used Indexes"	"public"	"reports_clean_20130506"	"reports_clean_20130506_domain_id"	0.00	0.00	"73 MB"	"517 MB"
"Never Used Indexes"	"public"	"reports_clean_20130429"	"reports_clean_20130429_process_type"	0.00	0.00	"73 MB"	"530 MB"
"Never Used Indexes"	"public"	"reports_clean_20120305"	"reports_clean_20120305_signature_id"	0.00	0.00	"73 MB"	"450 MB"
"Never Used Indexes"	"public"	"reports_clean_20130429"	"reports_clean_20130429_os_version_id"	0.00	0.00	"73 MB"	"530 MB"
"Never Used Indexes"	"public"	"reports_clean_20140901"	"reports_clean_20140901_hang_id"	0.00	0.00	"73 MB"	"496 MB"
"Never Used Indexes"	"public"	"reports_clean_20140623"	"reports_clean_20140623_signature_id"	0.00	0.00	"73 MB"	"543 MB"
"Never Used Indexes"	"public"	"reports_clean_20140609"	"reports_clean_20140609_hang_id"	0.00	0.00	"73 MB"	"478 MB"
"Never Used Indexes"	"public"	"reports_20140331"	"reports_20140331_hangid"	0.00	0.00	"73 MB"	"1911 MB"
"Never Used Indexes"	"public"	"reports_clean_20130708"	"reports_clean_20130708_domain_id"	0.00	0.00	"73 MB"	"531 MB"
"Never Used Indexes"	"public"	"reports_clean_20120305"	"reports_clean_20120305_os_name"	0.00	0.00	"73 MB"	"450 MB"
"Never Used Indexes"	"public"	"reports_clean_20120305"	"reports_clean_20120305_product_version_id"	0.00	0.00	"72 MB"	"450 MB"
"Never Used Indexes"	"public"	"reports_clean_20120514"	"reports_clean_20120514_domain_id"	0.00	0.00	"72 MB"	"511 MB"
"Never Used Indexes"	"public"	"reports_clean_20120305"	"reports_clean_20120305_arch_cores"	0.00	0.00	"72 MB"	"450 MB"
"Never Used Indexes"	"public"	"reports_clean_20131111"	"reports_clean_20131111_signature_id"	0.00	0.00	"72 MB"	"504 MB"
"Never Used Indexes"	"public"	"reports_clean_20131118"	"reports_clean_20131118_signature_id"	0.00	0.00	"72 MB"	"527 MB"
"Never Used Indexes"	"public"	"reports_clean_20140825"	"reports_clean_20140825_hang_id"	0.00	0.00	"72 MB"	"492 MB"
"Never Used Indexes"	"public"	"reports_clean_20140512"	"reports_clean_20140512_hang_id"	0.00	0.00	"72 MB"	"475 MB"
"Never Used Indexes"	"public"	"reports_clean_20120227"	"reports_clean_20120227_hang_id"	0.00	0.00	"72 MB"	"371 MB"
"Never Used Indexes"	"public"	"reports_clean_20130812"	"reports_clean_20130812_flash_version_id"	0.00	0.00	"72 MB"	"473 MB"
"Never Used Indexes"	"public"	"reports_20140818"	"reports_20140818_hangid"	0.00	0.00	"72 MB"	"1930 MB"
"Never Used Indexes"	"public"	"reports_clean_20121231"	"reports_clean_20121231_domain_id"	0.00	0.00	"72 MB"	"529 MB"
"Never Used Indexes"	"public"	"reports_clean_20131230"	"reports_clean_20131230_hang_id"	0.00	0.00	"72 MB"	"465 MB"
"Never Used Indexes"	"public"	"reports_clean_20140210"	"reports_clean_20140210_signature_id"	0.00	0.00	"72 MB"	"534 MB"
"Never Used Indexes"	"public"	"reports_clean_20130506"	"reports_clean_20130506_product_version_id"	0.00	0.00	"72 MB"	"517 MB"
"Never Used Indexes"	"public"	"reports_20140804"	"reports_20140804_hangid"	0.00	0.00	"72 MB"	"1931 MB"
"Never Used Indexes"	"public"	"reports_20140721"	"reports_20140721_hangid"	0.00	0.00	"72 MB"	"1905 MB"
"Never Used Indexes"	"public"	"reports_clean_20140707"	"reports_clean_20140707_hang_id"	0.00	0.00	"72 MB"	"480 MB"
"Never Used Indexes"	"public"	"reports_clean_20131223"	"reports_clean_20131223_hang_id"	0.00	0.00	"72 MB"	"462 MB"
"Never Used Indexes"	"public"	"reports_clean_20130812"	"reports_clean_20130812_process_type"	0.00	0.00	"72 MB"	"473 MB"
"Never Used Indexes"	"public"	"reports_clean_20140505"	"reports_clean_20140505_hang_id"	0.00	0.00	"72 MB"	"477 MB"
"Never Used Indexes"	"public"	"reports_20140428"	"reports_20140428_hangid"	0.00	0.00	"72 MB"	"1855 MB"
"Never Used Indexes"	"public"	"reports_clean_20120305"	"reports_clean_20120305_release_channel"	0.00	0.00	"72 MB"	"450 MB"
"Never Used Indexes"	"public"	"reports_clean_20140526"	"reports_clean_20140526_hang_id"	0.00	0.00	"72 MB"	"471 MB"
"Never Used Indexes"	"public"	"reports_clean_20140519"	"reports_clean_20140519_hang_id"	0.00	0.00	"72 MB"	"470 MB"
"Never Used Indexes"	"public"	"reports_20140421"	"reports_20140421_hangid"	0.00	0.00	"72 MB"	"1851 MB"
"Never Used Indexes"	"public"	"reports_clean_20130812"	"reports_clean_20130812_signature_id"	0.00	0.00	"72 MB"	"473 MB"
"Never Used Indexes"	"public"	"reports_clean_20130812"	"reports_clean_20130812_release_channel"	0.00	0.00	"72 MB"	"473 MB"
"Never Used Indexes"	"public"	"reports_clean_20120305"	"reports_clean_20120305_process_type"	0.00	0.00	"72 MB"	"450 MB"
"Never Used Indexes"	"public"	"reports_clean_20120305"	"reports_clean_20120305_os_version_id"	0.00	0.00	"71 MB"	"450 MB"
"Never Used Indexes"	"public"	"reports_clean_20121231"	"reports_clean_20121231_product_version_id"	0.00	0.00	"71 MB"	"529 MB"
"Never Used Indexes"	"public"	"reports_clean_20130506"	"reports_clean_20130506_release_channel"	0.00	0.00	"71 MB"	"517 MB"
"Never Used Indexes"	"public"	"reports_clean_20130708"	"reports_clean_20130708_product_version_id"	0.00	0.00	"71 MB"	"531 MB"
"Never Used Indexes"	"public"	"reports_clean_20140602"	"reports_clean_20140602_hang_id"	0.00	0.00	"71 MB"	"472 MB"
"Never Used Indexes"	"public"	"reports_clean_20130506"	"reports_clean_20130506_os_name"	0.00	0.00	"71 MB"	"517 MB"
"Never Used Indexes"	"public"	"reports_clean_20120305"	"reports_clean_20120305_flash_version_id"	0.00	0.00	"71 MB"	"450 MB"
"Never Used Indexes"	"public"	"reports_clean_20130506"	"reports_clean_20130506_process_type"	0.00	0.00	"71 MB"	"517 MB"
"Never Used Indexes"	"public"	"reports_clean_20131104"	"reports_clean_20131104_address_id"	0.00	0.00	"71 MB"	"508 MB"
"Never Used Indexes"	"public"	"reports_clean_20140217"	"reports_clean_20140217_signature_id"	0.00	0.00	"71 MB"	"527 MB"
"Never Used Indexes"	"public"	"reports_clean_20121224"	"reports_clean_20121224_product_version_id"	0.00	0.00	"71 MB"	"524 MB"
"Never Used Indexes"	"public"	"reports_clean_20130506"	"reports_clean_20130506_flash_version_id"	0.00	0.00	"71 MB"	"517 MB"
"Never Used Indexes"	"public"	"reports_20140714"	"reports_20140714_hangid"	0.00	0.00	"71 MB"	"1855 MB"
"Never Used Indexes"	"public"	"reports_clean_20121224"	"reports_clean_20121224_domain_id"	0.00	0.00	"71 MB"	"524 MB"
"Never Used Indexes"	"public"	"reports_clean_20130506"	"reports_clean_20130506_os_version_id"	0.00	0.00	"71 MB"	"517 MB"
"Never Used Indexes"	"public"	"reports_clean_20140623"	"reports_clean_20140623_address_id"	0.00	0.00	"71 MB"	"543 MB"
"Never Used Indexes"	"public"	"reports_clean_20130708"	"reports_clean_20130708_os_version_id"	0.00	0.00	"71 MB"	"531 MB"
"Never Used Indexes"	"public"	"reports_clean_20121231"	"reports_clean_20121231_flash_version_id"	0.00	0.00	"71 MB"	"529 MB"
"Never Used Indexes"	"public"	"reports_clean_20131104"	"reports_clean_20131104_domain_id"	0.00	0.00	"71 MB"	"508 MB"
"Never Used Indexes"	"public"	"reports_clean_20121231"	"reports_clean_20121231_arch_cores"	0.00	0.00	"71 MB"	"529 MB"
"Never Used Indexes"	"public"	"reports_clean_20140623"	"reports_clean_20140623_domain_id"	0.00	0.00	"71 MB"	"543 MB"
"Never Used Indexes"	"public"	"reports_clean_20130708"	"reports_clean_20130708_flash_version_id"	0.00	0.00	"71 MB"	"531 MB"
"Never Used Indexes"	"public"	"reports_clean_20130708"	"reports_clean_20130708_release_channel"	0.00	0.00	"71 MB"	"531 MB"
"Never Used Indexes"	"public"	"reports_clean_20121231"	"reports_clean_20121231_os_name"	0.00	0.00	"71 MB"	"529 MB"
"Never Used Indexes"	"public"	"reports_clean_20120514"	"reports_clean_20120514_address_id"	0.00	0.00	"71 MB"	"511 MB"
"Never Used Indexes"	"public"	"reports_clean_20140331"	"reports_clean_20140331_hang_id"	0.00	0.00	"71 MB"	"504 MB"
"Never Used Indexes"	"public"	"reports_20140414"	"reports_20140414_hangid"	0.00	0.00	"71 MB"	"1807 MB"
"Never Used Indexes"	"public"	"reports_clean_20131111"	"reports_clean_20131111_address_id"	0.00	0.00	"71 MB"	"504 MB"
"Never Used Indexes"	"public"	"reports_clean_20140407"	"reports_clean_20140407_hang_id"	0.00	0.00	"71 MB"	"489 MB"
"Never Used Indexes"	"public"	"reports_clean_20130708"	"reports_clean_20130708_os_name"	0.00	0.00	"71 MB"	"531 MB"
"Never Used Indexes"	"public"	"reports_clean_20120305"	"reports_clean_20120305_domain_id"	0.00	0.00	"71 MB"	"450 MB"
"Never Used Indexes"	"public"	"reports_clean_20130812"	"reports_clean_20130812_domain_id"	0.00	0.00	"71 MB"	"473 MB"
"Never Used Indexes"	"public"	"reports_clean_20120305"	"reports_clean_20120305_address_id"	0.00	0.00	"71 MB"	"450 MB"
"Never Used Indexes"	"public"	"reports_clean_20121231"	"reports_clean_20121231_release_channel"	0.00	0.00	"71 MB"	"529 MB"
"Never Used Indexes"	"public"	"reports_clean_20130708"	"reports_clean_20130708_process_type"	0.00	0.00	"71 MB"	"531 MB"
"Never Used Indexes"	"public"	"reports_clean_20121231"	"reports_clean_20121231_process_type"	0.00	0.00	"71 MB"	"529 MB"
"Never Used Indexes"	"public"	"reports_clean_20131118"	"reports_clean_20131118_address_id"	0.00	0.00	"70 MB"	"527 MB"
"Never Used Indexes"	"public"	"reports_clean_20131118"	"reports_clean_20131118_domain_id"	0.00	0.00	"70 MB"	"527 MB"
"Never Used Indexes"	"public"	"reports_clean_20121224"	"reports_clean_20121224_arch_cores"	0.00	0.00	"70 MB"	"524 MB"
"Never Used Indexes"	"public"	"reports_clean_20140120"	"reports_clean_20140120_signature_id"	0.00	0.00	"70 MB"	"524 MB"
"Never Used Indexes"	"public"	"reports_clean_20121224"	"reports_clean_20121224_os_name"	0.00	0.00	"70 MB"	"524 MB"
"Never Used Indexes"	"public"	"reports_clean_20121231"	"reports_clean_20121231_os_version_id"	0.00	0.00	"70 MB"	"529 MB"
"Never Used Indexes"	"public"	"reports_clean_20130812"	"reports_clean_20130812_address_id"	0.00	0.00	"70 MB"	"473 MB"
"Never Used Indexes"	"public"	"reports_clean_20140210"	"reports_clean_20140210_address_id"	0.00	0.00	"70 MB"	"534 MB"
"Never Used Indexes"	"public"	"reports_clean_20121224"	"reports_clean_20121224_flash_version_id"	0.00	0.00	"70 MB"	"524 MB"
"Never Used Indexes"	"public"	"reports_clean_20121224"	"reports_clean_20121224_os_version_id"	0.00	0.00	"70 MB"	"524 MB"
"Never Used Indexes"	"public"	"reports_clean_20140818"	"reports_clean_20140818_arch_cores"	0.00	0.00	"70 MB"	"477 MB"
"Never Used Indexes"	"public"	"reports_clean_20121224"	"reports_clean_20121224_release_channel"	0.00	0.00	"70 MB"	"524 MB"
"Never Used Indexes"	"public"	"reports_clean_20140818"	"reports_clean_20140818_signature_id"	0.00	0.00	"70 MB"	"477 MB"
"Never Used Indexes"	"public"	"reports_clean_20140728"	"reports_clean_20140728_hang_id"	0.00	0.00	"70 MB"	"476 MB"
"Never Used Indexes"	"public"	"reports_clean_20140818"	"reports_clean_20140818_product_version_id"	0.00	0.00	"70 MB"	"477 MB"
"Never Used Indexes"	"public"	"reports_clean_20131104"	"reports_clean_20131104_product_version_id"	0.00	0.00	"70 MB"	"508 MB"
"Never Used Indexes"	"public"	"reports_clean_20131028"	"reports_clean_20131028_signature_id"	0.00	0.00	"70 MB"	"488 MB"
"Never Used Indexes"	"public"	"reports_clean_20121224"	"reports_clean_20121224_process_type"	0.00	0.00	"70 MB"	"524 MB"
"Never Used Indexes"	"public"	"reports_clean_20131111"	"reports_clean_20131111_domain_id"	0.00	0.00	"70 MB"	"504 MB"
"Never Used Indexes"	"public"	"reports_clean_20140721"	"reports_clean_20140721_hang_id"	0.00	0.00	"70 MB"	"470 MB"
"Never Used Indexes"	"public"	"reports_clean_20140428"	"reports_clean_20140428_hang_id"	0.00	0.00	"70 MB"	"461 MB"
"Never Used Indexes"	"public"	"reports_clean_20140421"	"reports_clean_20140421_hang_id"	0.00	0.00	"70 MB"	"460 MB"
"Never Used Indexes"	"public"	"reports_clean_20140317"	"reports_clean_20140317_signature_id"	0.00	0.00	"70 MB"	"558 MB"
"Never Used Indexes"	"public"	"reports_clean_20131021"	"reports_clean_20131021_signature_id"	0.00	0.00	"70 MB"	"487 MB"
"Never Used Indexes"	"public"	"reports_clean_20140818"	"reports_clean_20140818_os_name"	0.00	0.00	"69 MB"	"477 MB"
"Never Used Indexes"	"public"	"reports_clean_20140818"	"reports_clean_20140818_flash_version_id"	0.00	0.00	"69 MB"	"477 MB"
"Never Used Indexes"	"public"	"reports_clean_20140804"	"reports_clean_20140804_hang_id"	0.00	0.00	"69 MB"	"476 MB"
"Never Used Indexes"	"public"	"reports_clean_20131104"	"reports_clean_20131104_arch_cores"	0.00	0.00	"69 MB"	"508 MB"
"Never Used Indexes"	"public"	"reports_clean_20130624"	"reports_clean_20130624_signature_id"	0.00	0.00	"69 MB"	"485 MB"
"Never Used Indexes"	"public"	"reports_clean_20140623"	"reports_clean_20140623_product_version_id"	0.00	0.00	"69 MB"	"543 MB"
"Never Used Indexes"	"public"	"reports_clean_20140623"	"reports_clean_20140623_arch_cores"	0.00	0.00	"69 MB"	"543 MB"
"Never Used Indexes"	"public"	"reports_clean_20140915"	"reports_clean_20140915_signature_id"	0.00	0.00	"69 MB"	"517 MB"
"Never Used Indexes"	"public"	"reports_clean_20140210"	"reports_clean_20140210_domain_id"	0.00	0.00	"69 MB"	"534 MB"
"Never Used Indexes"	"public"	"reports_clean_20131104"	"reports_clean_20131104_flash_version_id"	0.00	0.00	"69 MB"	"508 MB"
"Never Used Indexes"	"public"	"reports_clean_20140818"	"reports_clean_20140818_process_type"	0.00	0.00	"69 MB"	"477 MB"
"Never Used Indexes"	"public"	"reports_clean_20131118"	"reports_clean_20131118_product_version_id"	0.00	0.00	"69 MB"	"527 MB"
"Never Used Indexes"	"public"	"reports_clean_20131111"	"reports_clean_20131111_product_version_id"	0.00	0.00	"69 MB"	"504 MB"
"Never Used Indexes"	"public"	"reports_clean_20111219"	"reports_clean_20111219_address_id"	0.00	0.00	"69 MB"	"433 MB"
"Never Used Indexes"	"public"	"reports_clean_20140818"	"reports_clean_20140818_os_version_id"	0.00	0.00	"69 MB"	"477 MB"
"Never Used Indexes"	"public"	"reports_clean_20140623"	"reports_clean_20140623_os_name"	0.00	0.00	"69 MB"	"543 MB"
"Never Used Indexes"	"public"	"reports_clean_20131111"	"reports_clean_20131111_os_name"	0.00	0.00	"69 MB"	"504 MB"
"Never Used Indexes"	"public"	"reports_clean_20140120"	"reports_clean_20140120_address_id"	0.00	0.00	"69 MB"	"524 MB"
"Never Used Indexes"	"public"	"reports_clean_20140818"	"reports_clean_20140818_build_type"	0.00	0.00	"69 MB"	"477 MB"
"Never Used Indexes"	"public"	"reports_clean_20140217"	"reports_clean_20140217_address_id"	0.00	0.00	"69 MB"	"527 MB"
"Never Used Indexes"	"public"	"reports_clean_20131104"	"reports_clean_20131104_os_name"	0.00	0.00	"69 MB"	"508 MB"
"Never Used Indexes"	"public"	"reports_clean_20140630"	"reports_clean_20140630_signature_id"	0.00	0.00	"69 MB"	"512 MB"
"Never Used Indexes"	"public"	"reports_clean_20131104"	"reports_clean_20131104_process_type"	0.00	0.00	"69 MB"	"508 MB"
"Never Used Indexes"	"public"	"reports_clean_20140623"	"reports_clean_20140623_flash_version_id"	0.00	0.00	"69 MB"	"543 MB"
"Never Used Indexes"	"public"	"reports_clean_20140714"	"reports_clean_20140714_hang_id"	0.00	0.00	"69 MB"	"459 MB"
"Never Used Indexes"	"public"	"reports_clean_20131118"	"reports_clean_20131118_arch_cores"	0.00	0.00	"69 MB"	"527 MB"
"Never Used Indexes"	"public"	"reports_clean_20140414"	"reports_clean_20140414_hang_id"	0.00	0.00	"69 MB"	"452 MB"
"Never Used Indexes"	"public"	"reports_clean_20131104"	"reports_clean_20131104_release_channel"	0.00	0.00	"69 MB"	"508 MB"
"Never Used Indexes"	"public"	"reports_clean_20131111"	"reports_clean_20131111_arch_cores"	0.00	0.00	"69 MB"	"504 MB"
"Never Used Indexes"	"public"	"reports_clean_20140210"	"reports_clean_20140210_product_version_id"	0.00	0.00	"69 MB"	"534 MB"
"Never Used Indexes"	"public"	"reports_clean_20131118"	"reports_clean_20131118_release_channel"	0.00	0.00	"69 MB"	"527 MB"
"Never Used Indexes"	"public"	"reports_clean_20130729"	"reports_clean_20130729_signature_id"	0.00	0.00	"69 MB"	"491 MB"
"Never Used Indexes"	"public"	"reports_clean_20140623"	"reports_clean_20140623_process_type"	0.00	0.00	"69 MB"	"543 MB"
"Never Used Indexes"	"public"	"reports_clean_20131104"	"reports_clean_20131104_os_version_id"	0.00	0.00	"69 MB"	"508 MB"
"Never Used Indexes"	"public"	"reports_clean_20140623"	"reports_clean_20140623_build_type"	0.00	0.00	"69 MB"	"543 MB"
"Never Used Indexes"	"public"	"reports_clean_20130701"	"reports_clean_20130701_signature_id"	0.00	0.00	"69 MB"	"473 MB"
"Never Used Indexes"	"public"	"reports_clean_20120220"	"reports_clean_20120220_sig_prod_date"	0.00	0.00	"69 MB"	"290 MB"
"Never Used Indexes"	"public"	"reports_clean_20131118"	"reports_clean_20131118_flash_version_id"	0.00	0.00	"69 MB"	"527 MB"
"Never Used Indexes"	"public"	"reports_clean_20140623"	"reports_clean_20140623_os_version_id"	0.00	0.00	"69 MB"	"543 MB"
"Never Used Indexes"	"public"	"reports_clean_20131118"	"reports_clean_20131118_os_name"	0.00	0.00	"68 MB"	"527 MB"
"Never Used Indexes"	"public"	"reports_clean_20131111"	"reports_clean_20131111_flash_version_id"	0.00	0.00	"68 MB"	"504 MB"
"Never Used Indexes"	"public"	"reports_clean_20131209"	"reports_clean_20131209_signature_id"	0.00	0.00	"68 MB"	"502 MB"
"Never Used Indexes"	"public"	"reports_clean_20131118"	"reports_clean_20131118_os_version_id"	0.00	0.00	"68 MB"	"527 MB"
"Never Used Indexes"	"public"	"reports_clean_20140217"	"reports_clean_20140217_domain_id"	0.00	0.00	"68 MB"	"527 MB"
"Never Used Indexes"	"public"	"reports_clean_20131028"	"reports_clean_20131028_address_id"	0.00	0.00	"68 MB"	"488 MB"
"Never Used Indexes"	"public"	"reports_clean_20131111"	"reports_clean_20131111_release_channel"	0.00	0.00	"68 MB"	"504 MB"
"Never Used Indexes"	"public"	"reports_clean_20140210"	"reports_clean_20140210_arch_cores"	0.00	0.00	"68 MB"	"534 MB"
"Never Used Indexes"	"public"	"reports_clean_20130909"	"reports_clean_20130909_signature_id"	0.00	0.00	"68 MB"	"486 MB"
"Never Used Indexes"	"public"	"reports_clean_20131111"	"reports_clean_20131111_process_type"	0.00	0.00	"68 MB"	"504 MB"
"Never Used Indexes"	"public"	"reports_clean_20130930"	"reports_clean_20130930_signature_id"	0.00	0.00	"68 MB"	"486 MB"
"Never Used Indexes"	"public"	"reports_clean_20131111"	"reports_clean_20131111_os_version_id"	0.00	0.00	"68 MB"	"504 MB"
"Never Used Indexes"	"public"	"reports_clean_20140818"	"reports_clean_20140818_domain_id"	0.00	0.00	"68 MB"	"477 MB"
"Never Used Indexes"	"public"	"reports_clean_20131014"	"reports_clean_20131014_signature_id"	0.00	0.00	"68 MB"	"482 MB"
"Never Used Indexes"	"public"	"reports_clean_20131118"	"reports_clean_20131118_process_type"	0.00	0.00	"68 MB"	"527 MB"
"Never Used Indexes"	"public"	"reports_clean_20130624"	"reports_clean_20130624_address_id"	0.00	0.00	"68 MB"	"485 MB"
"Never Used Indexes"	"public"	"reports_clean_20131028"	"reports_clean_20131028_domain_id"	0.00	0.00	"68 MB"	"488 MB"
"Never Used Indexes"	"public"	"reports_clean_20140317"	"reports_clean_20140317_address_id"	0.00	0.00	"68 MB"	"558 MB"
"Never Used Indexes"	"public"	"reports_clean_20131021"	"reports_clean_20131021_address_id"	0.00	0.00	"68 MB"	"487 MB"
"Never Used Indexes"	"public"	"reports_clean_20140210"	"reports_clean_20140210_os_name"	0.00	0.00	"68 MB"	"534 MB"
"Never Used Indexes"	"public"	"reports_clean_20140120"	"reports_clean_20140120_domain_id"	0.00	0.00	"68 MB"	"524 MB"
"Never Used Indexes"	"public"	"reports_clean_20130729"	"reports_clean_20130729_address_id"	0.00	0.00	"68 MB"	"491 MB"
"Never Used Indexes"	"public"	"reports_clean_20130722"	"reports_clean_20130722_signature_id"	0.00	0.00	"68 MB"	"482 MB"
"Never Used Indexes"	"public"	"reports_clean_20140324"	"reports_clean_20140324_signature_id"	0.00	0.00	"68 MB"	"538 MB"
"Never Used Indexes"	"public"	"reports_clean_20140210"	"reports_clean_20140210_build_type"	0.00	0.00	"68 MB"	"534 MB"
"Never Used Indexes"	"public"	"reports_clean_20140210"	"reports_clean_20140210_process_type"	0.00	0.00	"68 MB"	"534 MB"
"Never Used Indexes"	"public"	"reports_clean_20140210"	"reports_clean_20140210_flash_version_id"	0.00	0.00	"68 MB"	"534 MB"
"Never Used Indexes"	"public"	"reports_clean_20140915"	"reports_clean_20140915_address_id"	0.00	0.00	"68 MB"	"517 MB"
"Never Used Indexes"	"public"	"reports_clean_20140210"	"reports_clean_20140210_os_version_id"	0.00	0.00	"67 MB"	"534 MB"
"Never Used Indexes"	"public"	"reports_clean_20140106"	"reports_clean_20140106_signature_id"	0.00	0.00	"67 MB"	"493 MB"
"Never Used Indexes"	"public"	"reports_clean_20140922"	"reports_clean_20140922_signature_id"	0.00	0.00	"67 MB"	"506 MB"
"Never Used Indexes"	"public"	"reports_clean_20140217"	"reports_clean_20140217_product_version_id"	0.00	0.00	"67 MB"	"527 MB"
"Never Used Indexes"	"public"	"reports_clean_20140217"	"reports_clean_20140217_arch_cores"	0.00	0.00	"67 MB"	"527 MB"
"Never Used Indexes"	"public"	"reports_clean_20130624"	"reports_clean_20130624_domain_id"	0.00	0.00	"67 MB"	"485 MB"
"Never Used Indexes"	"public"	"reports_clean_20131007"	"reports_clean_20131007_signature_id"	0.00	0.00	"67 MB"	"477 MB"
"Never Used Indexes"	"public"	"reports_clean_20140811"	"reports_clean_20140811_signature_id"	0.00	0.00	"67 MB"	"499 MB"
"Never Used Indexes"	"public"	"reports_clean_20130701"	"reports_clean_20130701_address_id"	0.00	0.00	"67 MB"	"473 MB"
"Never Used Indexes"	"public"	"reports_clean_20131021"	"reports_clean_20131021_domain_id"	0.00	0.00	"67 MB"	"487 MB"
"Never Used Indexes"	"public"	"reports_clean_20140616"	"reports_clean_20140616_signature_id"	0.00	0.00	"67 MB"	"498 MB"
"Never Used Indexes"	"public"	"reports_clean_20130701"	"reports_clean_20130701_domain_id"	0.00	0.00	"67 MB"	"473 MB"
"Never Used Indexes"	"public"	"reports_clean_20130930"	"reports_clean_20130930_address_id"	0.00	0.00	"67 MB"	"486 MB"
"Never Used Indexes"	"public"	"reports_clean_20131216"	"reports_clean_20131216_signature_id"	0.00	0.00	"67 MB"	"493 MB"
"Never Used Indexes"	"public"	"reports_clean_20140818"	"reports_clean_20140818_address_id"	0.00	0.00	"67 MB"	"477 MB"
"Never Used Indexes"	"public"	"reports_clean_20131028"	"reports_clean_20131028_product_version_id"	0.00	0.00	"67 MB"	"488 MB"
"Never Used Indexes"	"public"	"reports_clean_20130909"	"reports_clean_20130909_address_id"	0.00	0.00	"67 MB"	"486 MB"
"Never Used Indexes"	"public"	"reports_clean_20140630"	"reports_clean_20140630_address_id"	0.00	0.00	"67 MB"	"512 MB"
"Never Used Indexes"	"public"	"reports_clean_20140217"	"reports_clean_20140217_flash_version_id"	0.00	0.00	"67 MB"	"527 MB"
"Never Used Indexes"	"public"	"reports_clean_20130715"	"reports_clean_20130715_signature_id"	0.00	0.00	"67 MB"	"477 MB"
"Never Used Indexes"	"public"	"reports_clean_20140317"	"reports_clean_20140317_domain_id"	0.00	0.00	"67 MB"	"558 MB"
"Never Used Indexes"	"public"	"reports_clean_20140630"	"reports_clean_20140630_domain_id"	0.00	0.00	"67 MB"	"512 MB"
"Never Used Indexes"	"public"	"reports_clean_20130701"	"reports_clean_20130701_product_version_id"	0.00	0.00	"67 MB"	"473 MB"
"Never Used Indexes"	"public"	"reports_clean_20120213"	"reports_clean_20120213_hang_id"	0.00	0.00	"67 MB"	"317 MB"
"Never Used Indexes"	"public"	"reports_clean_20140901"	"reports_clean_20140901_signature_id"	0.00	0.00	"67 MB"	"496 MB"
"Never Used Indexes"	"public"	"reports_clean_20140120"	"reports_clean_20140120_product_version_id"	0.00	0.00	"67 MB"	"524 MB"
"Never Used Indexes"	"public"	"reports_clean_20130916"	"reports_clean_20130916_signature_id"	0.00	0.00	"67 MB"	"475 MB"
