"reason"	"schemaname"	"tablename"	"indexname"	"index_scan_pct"	"scans_per_write"	"index_size"	"table_size"
"Never Used Indexes"	"public"	"reports_clean_20140609"	"reports_clean_20140609_sig_prod_date"	0.00	0.00	"101 MB"	"478 MB"
"Never Used Indexes"	"public"	"reports_clean_20120409"	"reports_clean_20120409_domain_id"	0.00	0.00	"101 MB"	"756 MB"
"Never Used Indexes"	"public"	"reports_clean_20120402"	"reports_clean_20120402_address_id"	0.00	0.00	"101 MB"	"740 MB"
"Never Used Indexes"	"public"	"reports_clean_20140602"	"reports_clean_20140602_sig_prod_date"	0.00	0.00	"101 MB"	"472 MB"
"Never Used Indexes"	"public"	"reports_clean_20140505"	"reports_clean_20140505_sig_prod_date"	0.00	0.00	"101 MB"	"477 MB"
"Never Used Indexes"	"public"	"reports_clean_20140512"	"reports_clean_20140512_sig_prod_date"	0.00	0.00	"101 MB"	"475 MB"
"Never Used Indexes"	"public"	"reports_clean_20140721"	"reports_clean_20140721_sig_prod_date"	0.00	0.00	"101 MB"	"470 MB"
"Never Used Indexes"	"public"	"reports_clean_20111031"	"reports_clean_20111031_signature_id"	0.00	0.00	"101 MB"	"655 MB"
"Never Used Indexes"	"public"	"reports_clean_20130805"	"reports_clean_20130805_address_id"	0.00	0.00	"101 MB"	"627 MB"
"Never Used Indexes"	"public"	"reports_clean_20140526"	"reports_clean_20140526_sig_prod_date"	0.00	0.00	"101 MB"	"471 MB"
"Never Used Indexes"	"public"	"reports_clean_20130204"	"reports_clean_20130204_address_id"	0.00	0.00	"101 MB"	"725 MB"
"Never Used Indexes"	"public"	"reports_clean_20130617"	"reports_clean_20130617_domain_id"	0.00	0.00	"100 MB"	"634 MB"
"Never Used Indexes"	"public"	"reports_clean_20130225"	"reports_clean_20130225_product_version_id"	0.00	0.00	"100 MB"	"739 MB"
"Never Used Indexes"	"public"	"reports_clean_20120409"	"reports_clean_20120409_product_version_id"	0.00	0.00	"100 MB"	"756 MB"
"Never Used Indexes"	"public"	"reports_clean_20140519"	"reports_clean_20140519_sig_prod_date"	0.00	0.00	"100 MB"	"470 MB"
"Never Used Indexes"	"public"	"reports_20140120"	"reports_20140120_product_version"	0.00	0.00	"100 MB"	"2109 MB"
"Never Used Indexes"	"public"	"reports_clean_20120507"	"reports_clean_20120507_signature_id"	0.00	0.00	"100 MB"	"687 MB"
"Never Used Indexes"	"public"	"reports_clean_20130225"	"reports_clean_20130225_flash_version_id"	0.00	0.00	"100 MB"	"739 MB"
"Never Used Indexes"	"public"	"reports_clean_20120409"	"reports_clean_20120409_os_name"	0.00	0.00	"100 MB"	"756 MB"
"Never Used Indexes"	"public"	"reports_clean_20120409"	"reports_clean_20120409_arch_cores"	0.00	0.00	"100 MB"	"756 MB"
"Never Used Indexes"	"public"	"reports_clean_20121112"	"reports_clean_20121112_signature_id"	0.00	0.00	"100 MB"	"602 MB"
"Never Used Indexes"	"public"	"reports_clean_20130225"	"reports_clean_20130225_arch_cores"	0.00	0.00	"100 MB"	"739 MB"
"Never Used Indexes"	"public"	"reports_clean_20130225"	"reports_clean_20130225_os_name"	0.00	0.00	"100 MB"	"739 MB"
"Never Used Indexes"	"public"	"reports_clean_20130225"	"reports_clean_20130225_os_version_id"	0.00	0.00	"100 MB"	"739 MB"
"Never Used Indexes"	"public"	"reports_20140127"	"reports_20140127_product_version"	0.00	0.00	"100 MB"	"2104 MB"
"Never Used Indexes"	"public"	"reports_20140915"	"reports_20140915_product_version"	0.00	0.00	"100 MB"	"2096 MB"
"Never Used Indexes"	"public"	"reports_clean_20120409"	"reports_clean_20120409_release_channel"	0.00	0.00	"100 MB"	"756 MB"
"Never Used Indexes"	"public"	"reports_clean_20140407"	"reports_clean_20140407_sig_prod_date"	0.00	0.00	"99 MB"	"489 MB"
"Never Used Indexes"	"public"	"reports_clean_20120409"	"reports_clean_20120409_flash_version_id"	0.00	0.00	"99 MB"	"756 MB"
"Never Used Indexes"	"public"	"reports_clean_20131230"	"reports_clean_20131230_sig_prod_date"	0.00	0.00	"99 MB"	"465 MB"
"Never Used Indexes"	"public"	"reports_clean_20120910"	"reports_clean_20120910_arch_cores"	0.00	0.00	"99 MB"	"652 MB"
"Never Used Indexes"	"public"	"reports_clean_20120409"	"reports_clean_20120409_os_version_id"	0.00	0.00	"99 MB"	"756 MB"
"Never Used Indexes"	"public"	"reports_clean_20121112"	"reports_clean_20121112_domain_id"	0.00	0.00	"99 MB"	"602 MB"
"Never Used Indexes"	"public"	"reports_clean_20120402"	"reports_clean_20120402_domain_id"	0.00	0.00	"99 MB"	"740 MB"
"Never Used Indexes"	"public"	"reports_clean_20140113"	"reports_clean_20140113_hang_id"	0.00	0.00	"99 MB"	"691 MB"
"Never Used Indexes"	"public"	"reports_clean_20130204"	"reports_clean_20130204_domain_id"	0.00	0.00	"99 MB"	"725 MB"
"Never Used Indexes"	"public"	"reports_clean_20120910"	"reports_clean_20120910_os_name"	0.00	0.00	"99 MB"	"652 MB"
"Never Used Indexes"	"public"	"reports_clean_20140714"	"reports_clean_20140714_sig_prod_date"	0.00	0.00	"99 MB"	"459 MB"
"Never Used Indexes"	"public"	"reports_clean_20120910"	"reports_clean_20120910_signature_id"	0.00	0.00	"99 MB"	"652 MB"
"Never Used Indexes"	"public"	"reports_clean_20130225"	"reports_clean_20130225_release_channel"	0.00	0.00	"99 MB"	"739 MB"
"Never Used Indexes"	"public"	"reports_20131028"	"reports_20131028_product_version"	0.00	0.00	"99 MB"	"2146 MB"
"Never Used Indexes"	"public"	"reports_clean_20120423"	"reports_clean_20120423_hang_id"	0.00	0.00	"99 MB"	"500 MB"
"Never Used Indexes"	"public"	"reports_clean_20120409"	"reports_clean_20120409_process_type"	0.00	0.00	"99 MB"	"756 MB"
"Never Used Indexes"	"public"	"reports_clean_20130204"	"reports_clean_20130204_product_version_id"	0.00	0.00	"99 MB"	"725 MB"
"Never Used Indexes"	"public"	"reports_clean_20120507"	"reports_clean_20120507_domain_id"	0.00	0.00	"99 MB"	"687 MB"
"Never Used Indexes"	"public"	"reports_clean_20130225"	"reports_clean_20130225_process_type"	0.00	0.00	"99 MB"	"739 MB"
"Never Used Indexes"	"public"	"reports_clean_20140331"	"reports_clean_20140331_sig_prod_date"	0.00	0.00	"99 MB"	"504 MB"
"Never Used Indexes"	"public"	"reports_clean_20120507"	"reports_clean_20120507_arch_cores"	0.00	0.00	"99 MB"	"687 MB"
"Never Used Indexes"	"public"	"reports_clean_20130422"	"reports_clean_20130422_hang_id"	0.00	0.00	"99 MB"	"544 MB"
"Never Used Indexes"	"public"	"reports_clean_20121008"	"reports_clean_20121008_signature_id"	0.00	0.00	"99 MB"	"623 MB"
"Never Used Indexes"	"public"	"reports_clean_20120910"	"reports_clean_20120910_product_version_id"	0.00	0.00	"99 MB"	"652 MB"
"Never Used Indexes"	"public"	"reports_20140317"	"reports_20140317_product_version"	0.00	0.00	"99 MB"	"2105 MB"
"Never Used Indexes"	"public"	"reports_clean_20140203"	"reports_clean_20140203_build_type"	0.00	0.00	"98 MB"	"615 MB"
"Never Used Indexes"	"public"	"reports_clean_20121217"	"reports_clean_20121217_product_version_id"	0.00	0.00	"98 MB"	"563 MB"
"Never Used Indexes"	"public"	"reports_clean_20120910"	"reports_clean_20120910_flash_version_id"	0.00	0.00	"98 MB"	"652 MB"
"Never Used Indexes"	"public"	"reports_clean_20120910"	"reports_clean_20120910_process_type"	0.00	0.00	"98 MB"	"652 MB"
"Never Used Indexes"	"public"	"reports_clean_20140203"	"reports_clean_20140203_process_type"	0.00	0.00	"98 MB"	"615 MB"
"Never Used Indexes"	"public"	"reports_clean_20121126"	"reports_clean_20121126_hang_id"	0.00	0.00	"98 MB"	"562 MB"
"Never Used Indexes"	"public"	"reports_clean_20120910"	"reports_clean_20120910_os_version_id"	0.00	0.00	"98 MB"	"652 MB"
"Never Used Indexes"	"public"	"reports_clean_20140421"	"reports_clean_20140421_sig_prod_date"	0.00	0.00	"98 MB"	"460 MB"
"Never Used Indexes"	"public"	"reports_clean_20120507"	"reports_clean_20120507_product_version_id"	0.00	0.00	"98 MB"	"687 MB"
"Never Used Indexes"	"public"	"reports_clean_20130204"	"reports_clean_20130204_os_name"	0.00	0.00	"98 MB"	"725 MB"
"Never Used Indexes"	"public"	"reports_clean_20131223"	"reports_clean_20131223_sig_prod_date"	0.00	0.00	"98 MB"	"462 MB"
"Never Used Indexes"	"public"	"reports_clean_20120507"	"reports_clean_20120507_os_name"	0.00	0.00	"98 MB"	"687 MB"
"Never Used Indexes"	"public"	"reports_clean_20120402"	"reports_clean_20120402_arch_cores"	0.00	0.00	"98 MB"	"740 MB"
"Never Used Indexes"	"public"	"reports_clean_20120319"	"reports_clean_20120319_sig_prod_date"	0.00	0.00	"98 MB"	"600 MB"
"Never Used Indexes"	"public"	"reports_clean_20130422"	"reports_clean_20130422_arch_cores"	0.00	0.00	"98 MB"	"544 MB"
"Never Used Indexes"	"public"	"reports_clean_20130401"	"reports_clean_20130401_product_version_id"	0.00	0.00	"98 MB"	"591 MB"
"Never Used Indexes"	"public"	"reports_20131021"	"reports_20131021_product_version"	0.00	0.00	"98 MB"	"2093 MB"
"Never Used Indexes"	"public"	"reports_clean_20120910"	"reports_clean_20120910_release_channel"	0.00	0.00	"98 MB"	"652 MB"
"Never Used Indexes"	"public"	"reports_clean_20130204"	"reports_clean_20130204_arch_cores"	0.00	0.00	"98 MB"	"725 MB"
"Never Used Indexes"	"public"	"reports_clean_20130204"	"reports_clean_20130204_flash_version_id"	0.00	0.00	"98 MB"	"725 MB"
"Never Used Indexes"	"public"	"reports_clean_20120402"	"reports_clean_20120402_product_version_id"	0.00	0.00	"98 MB"	"740 MB"
"Never Used Indexes"	"public"	"reports_clean_20130204"	"reports_clean_20130204_process_type"	0.00	0.00	"98 MB"	"725 MB"
"Never Used Indexes"	"public"	"reports_clean_20120507"	"reports_clean_20120507_flash_version_id"	0.00	0.00	"98 MB"	"687 MB"
"Never Used Indexes"	"public"	"reports_clean_20130204"	"reports_clean_20130204_release_channel"	0.00	0.00	"98 MB"	"725 MB"
"Never Used Indexes"	"public"	"reports_clean_20120507"	"reports_clean_20120507_os_version_id"	0.00	0.00	"98 MB"	"687 MB"
"Never Used Indexes"	"public"	"reports_20131209"	"reports_20131209_product_version"	0.00	0.00	"98 MB"	"2050 MB"
"Never Used Indexes"	"public"	"reports_clean_20120507"	"reports_clean_20120507_process_type"	0.00	0.00	"98 MB"	"687 MB"
"Never Used Indexes"	"public"	"reports_clean_20120402"	"reports_clean_20120402_os_name"	0.00	0.00	"98 MB"	"740 MB"
"Never Used Indexes"	"public"	"reports_clean_20130527"	"reports_clean_20130527_hang_id"	0.00	0.00	"98 MB"	"558 MB"
"Never Used Indexes"	"public"	"reports_clean_20120402"	"reports_clean_20120402_release_channel"	0.00	0.00	"98 MB"	"740 MB"
"Never Used Indexes"	"public"	"reports_clean_20120514"	"reports_clean_20120514_sig_prod_date"	0.00	0.00	"98 MB"	"511 MB"
"Never Used Indexes"	"public"	"reports_clean_20130617"	"reports_clean_20130617_address_id"	0.00	0.00	"98 MB"	"634 MB"
"Never Used Indexes"	"public"	"reports_clean_20120402"	"reports_clean_20120402_flash_version_id"	0.00	0.00	"98 MB"	"740 MB"
"Never Used Indexes"	"public"	"reports_clean_20120910"	"reports_clean_20120910_domain_id"	0.00	0.00	"98 MB"	"652 MB"
"Never Used Indexes"	"public"	"reports_clean_20130204"	"reports_clean_20130204_os_version_id"	0.00	0.00	"98 MB"	"725 MB"
"Never Used Indexes"	"public"	"reports_clean_20140428"	"reports_clean_20140428_sig_prod_date"	0.00	0.00	"97 MB"	"461 MB"
"Never Used Indexes"	"public"	"reports_clean_20120507"	"reports_clean_20120507_release_channel"	0.00	0.00	"97 MB"	"687 MB"
"Never Used Indexes"	"public"	"reports_clean_20130218"	"reports_clean_20130218_product_version_id"	0.00	0.00	"97 MB"	"697 MB"
"Never Used Indexes"	"public"	"reports_clean_20120206"	"reports_clean_20120206_signature_id"	0.00	0.00	"97 MB"	"672 MB"
"Never Used Indexes"	"public"	"reports_clean_20121217"	"reports_clean_20121217_arch_cores"	0.00	0.00	"97 MB"	"563 MB"
"Never Used Indexes"	"public"	"reports_20131202"	"reports_20131202_product_version"	0.00	0.00	"97 MB"	"2051 MB"
"Never Used Indexes"	"public"	"reports_20140630"	"reports_20140630_product_version"	0.00	0.00	"97 MB"	"2079 MB"
"Never Used Indexes"	"public"	"reports_clean_20120402"	"reports_clean_20120402_os_version_id"	0.00	0.00	"97 MB"	"740 MB"
"Never Used Indexes"	"public"	"reports_clean_20120402"	"reports_clean_20120402_process_type"	0.00	0.00	"97 MB"	"740 MB"
"Never Used Indexes"	"public"	"reports_20130930"	"reports_20130930_product_version"	0.00	0.00	"97 MB"	"2023 MB"
"Never Used Indexes"	"public"	"reports_clean_20121217"	"reports_clean_20121217_flash_version_id"	0.00	0.00	"97 MB"	"563 MB"
"Never Used Indexes"	"public"	"reports_clean_20121112"	"reports_clean_20121112_address_id"	0.00	0.00	"97 MB"	"602 MB"
"Never Used Indexes"	"public"	"reports_clean_20121217"	"reports_clean_20121217_os_name"	0.00	0.00	"97 MB"	"563 MB"
"Never Used Indexes"	"public"	"reports_clean_20121217"	"reports_clean_20121217_release_channel"	0.00	0.00	"97 MB"	"563 MB"
"Never Used Indexes"	"public"	"reports_clean_20120507"	"reports_clean_20120507_address_id"	0.00	0.00	"97 MB"	"687 MB"
"Never Used Indexes"	"public"	"reports_clean_20121217"	"reports_clean_20121217_os_version_id"	0.00	0.00	"97 MB"	"563 MB"
"Never Used Indexes"	"public"	"reports_clean_20121008"	"reports_clean_20121008_product_version_id"	0.00	0.00	"97 MB"	"623 MB"
"Never Used Indexes"	"public"	"reports_clean_20130107"	"reports_clean_20130107_signature_id"	0.00	0.00	"97 MB"	"682 MB"
"Never Used Indexes"	"public"	"reports_20140113"	"reports_20140113_product_version"	0.00	0.00	"96 MB"	"2029 MB"
"Never Used Indexes"	"public"	"reports_clean_20130429"	"reports_clean_20130429_hang_id"	0.00	0.00	"96 MB"	"530 MB"
"Never Used Indexes"	"public"	"reports_clean_20121008"	"reports_clean_20121008_address_id"	0.00	0.00	"96 MB"	"623 MB"
"Never Used Indexes"	"public"	"reports_clean_20140414"	"reports_clean_20140414_sig_prod_date"	0.00	0.00	"96 MB"	"452 MB"
"Never Used Indexes"	"public"	"reports_clean_20121217"	"reports_clean_20121217_signature_id"	0.00	0.00	"96 MB"	"563 MB"
"Never Used Indexes"	"public"	"reports_clean_20121217"	"reports_clean_20121217_process_type"	0.00	0.00	"96 MB"	"563 MB"
"Never Used Indexes"	"public"	"reports_20131014"	"reports_20131014_product_version"	0.00	0.00	"96 MB"	"1998 MB"
"Never Used Indexes"	"public"	"reports_clean_20121008"	"reports_clean_20121008_arch_cores"	0.00	0.00	"96 MB"	"623 MB"
"Never Used Indexes"	"public"	"reports_20140901"	"reports_20140901_product_version"	0.00	0.00	"96 MB"	"2005 MB"
"Never Used Indexes"	"public"	"reports_clean_20120910"	"reports_clean_20120910_address_id"	0.00	0.00	"96 MB"	"652 MB"
"Never Used Indexes"	"public"	"reports_clean_20121008"	"reports_clean_20121008_os_name"	0.00	0.00	"96 MB"	"623 MB"
"Never Used Indexes"	"public"	"reports_clean_20130429"	"reports_clean_20130429_arch_cores"	0.00	0.00	"96 MB"	"530 MB"
"Never Used Indexes"	"public"	"reports_20131007"	"reports_20131007_product_version"	0.00	0.00	"96 MB"	"1976 MB"
"Never Used Indexes"	"public"	"reports_20140811"	"reports_20140811_product_version"	0.00	0.00	"96 MB"	"2018 MB"
"Never Used Indexes"	"public"	"reports_20140616"	"reports_20140616_product_version"	0.00	0.00	"95 MB"	"2021 MB"
"Never Used Indexes"	"public"	"reports_20140106"	"reports_20140106_product_version"	0.00	0.00	"95 MB"	"2006 MB"
"Never Used Indexes"	"public"	"reports_clean_20140203"	"reports_clean_20140203_domain_id"	0.00	0.00	"95 MB"	"615 MB"
"Never Used Indexes"	"public"	"reports_20140324"	"reports_20140324_product_version"	0.00	0.00	"95 MB"	"2037 MB"
"Never Used Indexes"	"public"	"reports_clean_20120206"	"reports_clean_20120206_address_id"	0.00	0.00	"95 MB"	"672 MB"
"Never Used Indexes"	"public"	"reports_20140825"	"reports_20140825_product_version"	0.00	0.00	"95 MB"	"1983 MB"
"Never Used Indexes"	"public"	"reports_clean_20121231"	"reports_clean_20121231_hang_id"	0.00	0.00	"95 MB"	"529 MB"
"Never Used Indexes"	"public"	"reports_clean_20121008"	"reports_clean_20121008_flash_version_id"	0.00	0.00	"95 MB"	"623 MB"
"Never Used Indexes"	"public"	"reports_clean_20121008"	"reports_clean_20121008_domain_id"	0.00	0.00	"95 MB"	"623 MB"
"Never Used Indexes"	"public"	"reports_20131216"	"reports_20131216_product_version"	0.00	0.00	"95 MB"	"2005 MB"
"Never Used Indexes"	"public"	"reports_clean_20121008"	"reports_clean_20121008_release_channel"	0.00	0.00	"95 MB"	"623 MB"
"Never Used Indexes"	"public"	"reports_clean_20121224"	"reports_clean_20121224_hang_id"	0.00	0.00	"95 MB"	"524 MB"
"Never Used Indexes"	"public"	"reports_clean_20130107"	"reports_clean_20130107_address_id"	0.00	0.00	"95 MB"	"682 MB"
"Never Used Indexes"	"public"	"reports_20140224"	"reports_20140224_product_version"	0.00	0.00	"94 MB"	"2011 MB"
"Never Used Indexes"	"public"	"reports_clean_20121008"	"reports_clean_20121008_os_version_id"	0.00	0.00	"94 MB"	"623 MB"
"Never Used Indexes"	"public"	"reports_clean_20121008"	"reports_clean_20121008_process_type"	0.00	0.00	"94 MB"	"623 MB"
"Never Used Indexes"	"public"	"reports_clean_20130506"	"reports_clean_20130506_hang_id"	0.00	0.00	"94 MB"	"517 MB"
"Never Used Indexes"	"public"	"reports_clean_20130325"	"reports_clean_20130325_signature_id"	0.00	0.00	"94 MB"	"595 MB"
"Never Used Indexes"	"public"	"reports_clean_20121217"	"reports_clean_20121217_domain_id"	0.00	0.00	"94 MB"	"563 MB"
"Never Used Indexes"	"public"	"reports_clean_20120206"	"reports_clean_20120206_domain_id"	0.00	0.00	"94 MB"	"672 MB"
"Never Used Indexes"	"public"	"reports_clean_20130325"	"reports_clean_20130325_product_version_id"	0.00	0.00	"94 MB"	"595 MB"
"Never Used Indexes"	"public"	"reports_clean_20111031"	"reports_clean_20111031_address_id"	0.00	0.00	"94 MB"	"655 MB"
"Never Used Indexes"	"public"	"reports_clean_20130506"	"reports_clean_20130506_arch_cores"	0.00	0.00	"94 MB"	"517 MB"
"Never Used Indexes"	"public"	"reports_clean_20130107"	"reports_clean_20130107_domain_id"	0.00	0.00	"94 MB"	"682 MB"
"Never Used Indexes"	"public"	"reports_clean_20130923"	"reports_clean_20130923_hang_id"	0.00	0.00	"93 MB"	"492 MB"
"Never Used Indexes"	"public"	"reports_clean_20111219"	"reports_clean_20111219_hang_id"	0.00	0.00	"93 MB"	"433 MB"
"Never Used Indexes"	"public"	"reports_20140310"	"reports_20140310_product_version"	0.00	0.00	"93 MB"	"2000 MB"
"Never Used Indexes"	"public"	"reports_20140303"	"reports_20140303_product_version"	0.00	0.00	"93 MB"	"2012 MB"
"Never Used Indexes"	"public"	"reports_clean_20140127"	"reports_clean_20140127_hang_id"	0.00	0.00	"93 MB"	"523 MB"
"Never Used Indexes"	"public"	"reports_clean_20130107"	"reports_clean_20130107_product_version_id"	0.00	0.00	"93 MB"	"682 MB"
"Never Used Indexes"	"public"	"reports_clean_20111031"	"reports_clean_20111031_domain_id"	0.00	0.00	"93 MB"	"655 MB"
"Never Used Indexes"	"public"	"reports_clean_20120206"	"reports_clean_20120206_os_name"	0.00	0.00	"93 MB"	"672 MB"
"Never Used Indexes"	"public"	"reports_clean_20130325"	"reports_clean_20130325_address_id"	0.00	0.00	"92 MB"	"595 MB"
"Never Used Indexes"	"public"	"reports_clean_20140203"	"reports_clean_20140203_hang_id"	0.00	0.00	"92 MB"	"615 MB"
"Never Used Indexes"	"public"	"reports_clean_20120206"	"reports_clean_20120206_flash_version_id"	0.00	0.00	"92 MB"	"672 MB"
"Never Used Indexes"	"public"	"reports_20140818"	"reports_20140818_product_version"	0.00	0.00	"92 MB"	"1930 MB"
"Never Used Indexes"	"public"	"reports_clean_20130107"	"reports_clean_20130107_arch_cores"	0.00	0.00	"92 MB"	"682 MB"
"Never Used Indexes"	"public"	"reports_clean_20120206"	"reports_clean_20120206_product_version_id"	0.00	0.00	"92 MB"	"672 MB"
"Never Used Indexes"	"public"	"reports_clean_20130325"	"reports_clean_20130325_arch_cores"	0.00	0.00	"92 MB"	"595 MB"
"Never Used Indexes"	"public"	"reports_20140804"	"reports_20140804_product_version"	0.00	0.00	"92 MB"	"1931 MB"
"Never Used Indexes"	"public"	"reports_20140728"	"reports_20140728_product_version"	0.00	0.00	"92 MB"	"1936 MB"
"Never Used Indexes"	"public"	"reports_clean_20131125"	"reports_clean_20131125_signature_id"	0.00	0.00	"92 MB"	"636 MB"
"Never Used Indexes"	"public"	"reports_clean_20120514"	"reports_clean_20120514_hang_id"	0.00	0.00	"92 MB"	"511 MB"
"Never Used Indexes"	"public"	"reports_clean_20130325"	"reports_clean_20130325_flash_version_id"	0.00	0.00	"92 MB"	"595 MB"
"Never Used Indexes"	"public"	"reports_clean_20130325"	"reports_clean_20130325_os_name"	0.00	0.00	"91 MB"	"595 MB"
"Never Used Indexes"	"public"	"reports_clean_20120206"	"reports_clean_20120206_process_type"	0.00	0.00	"91 MB"	"672 MB"
"Never Used Indexes"	"public"	"reports_clean_20130325"	"reports_clean_20130325_os_version_id"	0.00	0.00	"91 MB"	"595 MB"
"Never Used Indexes"	"public"	"reports_clean_20130107"	"reports_clean_20130107_flash_version_id"	0.00	0.00	"91 MB"	"682 MB"
"Never Used Indexes"	"public"	"reports_20140707"	"reports_20140707_product_version"	0.00	0.00	"91 MB"	"1937 MB"
"Never Used Indexes"	"public"	"reports_clean_20130107"	"reports_clean_20130107_os_version_id"	0.00	0.00	"91 MB"	"682 MB"
"Never Used Indexes"	"public"	"reports_clean_20120206"	"reports_clean_20120206_os_version_id"	0.00	0.00	"91 MB"	"672 MB"
"Never Used Indexes"	"public"	"reports_clean_20120206"	"reports_clean_20120206_release_channel"	0.00	0.00	"91 MB"	"672 MB"
"Never Used Indexes"	"public"	"reports_clean_20121217"	"reports_clean_20121217_address_id"	0.00	0.00	"91 MB"	"563 MB"
"Never Used Indexes"	"public"	"reports_clean_20130325"	"reports_clean_20130325_domain_id"	0.00	0.00	"91 MB"	"595 MB"
"Never Used Indexes"	"public"	"reports_clean_20130107"	"reports_clean_20130107_os_name"	0.00	0.00	"91 MB"	"682 MB"
"Never Used Indexes"	"public"	"reports_clean_20131125"	"reports_clean_20131125_arch_cores"	0.00	0.00	"91 MB"	"636 MB"
"Never Used Indexes"	"public"	"reports_20140505"	"reports_20140505_product_version"	0.00	0.00	"91 MB"	"1928 MB"
"Never Used Indexes"	"public"	"reports_clean_20130107"	"reports_clean_20130107_process_type"	0.00	0.00	"91 MB"	"682 MB"
"Never Used Indexes"	"public"	"reports_clean_20130107"	"reports_clean_20130107_release_channel"	0.00	0.00	"91 MB"	"682 MB"
"Never Used Indexes"	"public"	"reports_clean_20130325"	"reports_clean_20130325_release_channel"	0.00	0.00	"91 MB"	"595 MB"
"Never Used Indexes"	"public"	"reports_clean_20131125"	"reports_clean_20131125_product_version_id"	0.00	0.00	"91 MB"	"636 MB"
"Never Used Indexes"	"public"	"reports_clean_20130325"	"reports_clean_20130325_process_type"	0.00	0.00	"91 MB"	"595 MB"
"Never Used Indexes"	"public"	"reports_clean_20121203"	"reports_clean_20121203_signature_id"	0.00	0.00	"91 MB"	"568 MB"
"Never Used Indexes"	"public"	"reports_20140512"	"reports_20140512_product_version"	0.00	0.00	"91 MB"	"1922 MB"
"Never Used Indexes"	"public"	"reports_clean_20131125"	"reports_clean_20131125_flash_version_id"	0.00	0.00	"91 MB"	"636 MB"
"Never Used Indexes"	"public"	"reports_clean_20131125"	"reports_clean_20131125_release_channel"	0.00	0.00	"90 MB"	"636 MB"
"Never Used Indexes"	"public"	"reports_20140609"	"reports_20140609_product_version"	0.00	0.00	"90 MB"	"1948 MB"
"Never Used Indexes"	"public"	"reports_clean_20131125"	"reports_clean_20131125_os_name"	0.00	0.00	"90 MB"	"636 MB"
"Never Used Indexes"	"public"	"reports_clean_20120305"	"reports_clean_20120305_sig_prod_date"	0.00	0.00	"90 MB"	"450 MB"
"Never Used Indexes"	"public"	"reports_20140602"	"reports_20140602_product_version"	0.00	0.00	"90 MB"	"1935 MB"
"Never Used Indexes"	"public"	"reports_clean_20120326"	"reports_clean_20120326_sig_prod_date"	0.00	0.00	"90 MB"	"422 MB"
"Never Used Indexes"	"public"	"reports_clean_20121210"	"reports_clean_20121210_signature_id"	0.00	0.00	"90 MB"	"640 MB"
"Never Used Indexes"	"public"	"reports_clean_20131125"	"reports_clean_20131125_domain_id"	0.00	0.00	"90 MB"	"636 MB"
"Never Used Indexes"	"public"	"reports_clean_20131125"	"reports_clean_20131125_process_type"	0.00	0.00	"90 MB"	"636 MB"
"Never Used Indexes"	"public"	"reports_clean_20131125"	"reports_clean_20131125_os_version_id"	0.00	0.00	"90 MB"	"636 MB"
"Never Used Indexes"	"public"	"reports_20140721"	"reports_20140721_product_version"	0.00	0.00	"90 MB"	"1905 MB"
"Never Used Indexes"	"public"	"reports_20140526"	"reports_20140526_product_version"	0.00	0.00	"90 MB"	"1916 MB"
"Never Used Indexes"	"public"	"reports_clean_20131125"	"reports_clean_20131125_address_id"	0.00	0.00	"90 MB"	"636 MB"
"Never Used Indexes"	"public"	"reports_clean_20121203"	"reports_clean_20121203_product_version_id"	0.00	0.00	"90 MB"	"568 MB"
"Never Used Indexes"	"public"	"reports_clean_20121015"	"reports_clean_20121015_signature_id"	0.00	0.00	"90 MB"	"648 MB"
"Never Used Indexes"	"public"	"reports_clean_20140908"	"reports_clean_20140908_hang_id"	0.00	0.00	"90 MB"	"616 MB"
"Never Used Indexes"	"public"	"reports_clean_20111031"	"reports_clean_20111031_product_version_id"	0.00	0.00	"90 MB"	"655 MB"
"Never Used Indexes"	"public"	"reports_20140407"	"reports_20140407_product_version"	0.00	0.00	"89 MB"	"1893 MB"
"Never Used Indexes"	"public"	"reports_20140519"	"reports_20140519_product_version"	0.00	0.00	"89 MB"	"1896 MB"
"Never Used Indexes"	"public"	"reports_clean_20111031"	"reports_clean_20111031_flash_version_id"	0.00	0.00	"89 MB"	"655 MB"
"Never Used Indexes"	"public"	"reports_20140331"	"reports_20140331_product_version"	0.00	0.00	"89 MB"	"1911 MB"
"Never Used Indexes"	"public"	"reports_20131230"	"reports_20131230_product_version"	0.00	0.00	"89 MB"	"1894 MB"
"Never Used Indexes"	"public"	"reports_20131223"	"reports_20131223_product_version"	0.00	0.00	"89 MB"	"1883 MB"
"Never Used Indexes"	"public"	"reports_clean_20111031"	"reports_clean_20111031_os_name"	0.00	0.00	"89 MB"	"655 MB"
"Never Used Indexes"	"public"	"reports_clean_20111219"	"reports_clean_20111219_sig_prod_date"	0.00	0.00	"89 MB"	"433 MB"
"Never Used Indexes"	"public"	"reports_clean_20121210"	"reports_clean_20121210_address_id"	0.00	0.00	"89 MB"	"640 MB"
"Never Used Indexes"	"public"	"reports_clean_20120430"	"reports_clean_20120430_sig_prod_date"	0.00	0.00	"88 MB"	"396 MB"
"Never Used Indexes"	"public"	"reports_clean_20120521"	"reports_clean_20120521_sig_prod_date"	0.00	0.00	"88 MB"	"402 MB"
"Never Used Indexes"	"public"	"reports_clean_20111031"	"reports_clean_20111031_release_channel"	0.00	0.00	"88 MB"	"655 MB"
