"start"	"elapsed"	"avg_checkpoint_interval"	"checkpoints_req_pct"	"checkpoint_write_pct"	"backend_write_pct"	"avg_checkpoint_write"	"written_per_sec"	"alloc_per_sec"
"2014-10-02 11:47:00"	"2:20:07"	"0:05:00"	0	63	35	"150 MB"	"799 kB"	"615 kB"
